trade_date,symbol,industry_id,final_score,alpha_bucket,quality_score,growth_acceleration_score,mainline_strength_score,capital_concentration_score,leader_dominance_score,trend_quality_score,lifecycle_position_score,risk_crowding_score,lifecycle_state,mainline_name,flags
2026-02-27,000001,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,银行,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002264,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,传媒,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002265,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002266,801970.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,环保,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002267,801160.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,公用事业,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002268,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002269,801130.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,纺织服饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002270,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002271,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑材料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002272,801890.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002273,801080.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002274,801030.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002275,801150.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002276,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002277,801200.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002278,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002279,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002281,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,通信,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002282,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002283,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002284,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002285,801180.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002286,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,农林牧渔,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002287,801150.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002289,801080.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002290,801110.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,家用电器,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002291,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,传媒,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002292,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,传媒,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002293,801130.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,纺织服饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002294,801150.SI,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002295,801050.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,有色金属,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002296,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,通信,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002297,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,国防军工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002298,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002299,801010.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,农林牧渔,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002300,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002301,801140.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,轻工制造,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002302,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑材料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002303,801140.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,轻工制造,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002304,801120.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,食品饮料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002305,801180.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002306,801210.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,社会服务,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002307,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑装饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002309,801730.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002310,801720.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑装饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002311,801010.SI,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,农林牧渔,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002312,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002313,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,通信,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002314,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002315,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002316,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,非银金融,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002317,801150.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002318,801040.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,钢铁,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002319,801030.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002320,801170.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,交通运输,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002321,801010.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,农林牧渔,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002322,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002323,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑装饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002324,801030.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002326,801030.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002327,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,纺织服饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002328,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002329,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,食品饮料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002330,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,食品饮料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002331,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002332,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002333,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑材料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002334,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002335,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002337,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002338,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,国防军工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002339,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002340,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002342,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002343,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,传媒,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002344,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002345,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,纺织服饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002346,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002347,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002348,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,轻工制造,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002349,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002350,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002351,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002352,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,交通运输,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002353,,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002354,801760.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,传媒,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002355,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002356,801200.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002357,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,交通运输,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002358,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002360,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002361,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002362,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002363,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002364,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002365,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002366,801730.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002367,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002368,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002369,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002370,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002371,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002372,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑材料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002373,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002374,801140.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,轻工制造,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002375,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑装饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002376,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002377,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,石油石化,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002378,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,有色金属,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002379,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,有色金属,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002380,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002381,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002382,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002383,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,国防军工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002384,,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002385,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,农林牧渔,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002386,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002387,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002388,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002389,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,国防军工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002390,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002391,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002392,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑材料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002393,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002394,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,纺织服饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002395,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002396,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,通信,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002397,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,纺织服饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002398,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑材料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002399,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002400,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,传媒,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002401,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002402,801080.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002403,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,家用电器,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002404,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,纺织服饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002405,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002406,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002407,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002408,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,石油石化,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002409,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002410,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002412,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002413,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,国防军工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002414,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,国防军工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,002415,801750.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
